active_months_L5M,avg_L1M_value,avg_L3M_value,avg_L5M_items_log,avg_L5M_skus,avg_L5M_value,avg_gap_L5M,avg_items_per_cat_L3M,avg_items_per_cat_L5M,cancel_rate_L5M,cnt_L1M_orders,cnt_L3M_orders,cv_L5M_value,global_cancel_val_ratio,recency_days,spend_velocity,std_L1M_value,std_L3M_value,sum_L1M_items_log,sum_L1M_value,sum_L3M_items_log,sum_L3M_value,tenure_days,label,snapshot_date
4,205.86,163.015,18.058230892150583,10.4,172.50600000000003,24.25,2.0910667056725294,2.272703402028651,0.1999600079984003,1.0,4.0,0.5773423044186305,0.0046917163246136,30,0.9471214305432016,0.0,112.36183174607528,22.665729252835604,205.86,68.20524370317027,652.0600000000001,204,0,2010-12-31
2,0.0,141.65,14.711093460486444,8.5,196.525,37.0,1.6661112962345883,2.032815696107696,0.0,0.0,1.0,0.3948839809247814,0.0,66,0.0,0.0,0.0,0.0,0.0,8.5956346177228,141.65,103,0,2010-12-31
5,161.03,245.269,44.35073610645008,33.15384615384615,256.33076923076925,10.25,3.9458583730974857,4.371814245201682,0.0,4.0,10.0,0.7007571299015324,0.0386737889402587,18,0.7878533365406961,181.57626019572788,179.24592748821692,147.22037063079492,644.12,427.3797526727252,2452.69,200,1,2010-12-31
2,0.0,115.2,28.862017955238173,13.5,209.04,26.0,1.4996250937265685,2.249598291756871,0.0,0.0,1.0,0.6348505828669555,0.0,68,0.0,0.0,0.0,0.0,0.0,10.548363184422374,115.2,94,0,2010-12-31
4,313.72,201.6375,38.909737476877744,22.4,222.996,24.25,2.7994368368195843,3.13943698351641,0.1999600079984003,1.0,4.0,0.7208027459752774,0.0105315148058053,23,1.166896038683281,0.0,177.22079380911634,37.45482992522969,313.72,130.655865232398,806.55,385,0,2010-12-31
5,218.315,395.0069230769231,22.84488056032849,10.333333333333334,356.8161904761905,6.25,2.64791529709954,2.8687601043712863,0.3809342412266082,4.0,13.0,0.987656266979055,0.0267778686720028,16,0.5101721683553745,263.63153143481657,382.3373873161552,60.68431984011453,873.26,325.8288093708708,5135.09,395,1,2010-12-31
4,1183.39,1275.7225,122.05458777632172,45.1,1266.043,12.0,6.06235812542546,6.563553739568779,0.0999900009999,2.0,8.0,0.846037297151535,0.0163309491961696,28,0.6957175247751765,1657.1613102531694,1011.552901204734,197.0443596605085,2366.78,871.382288209743,10205.78,388,1,2010-12-31
3,0.0,123.3,14.802061341192434,5.25,211.845,18.0,1.9980019980019983,1.820098199186901,0.0,0.0,2.0,0.6848205975110095,0.0158788095850861,81,0.0,0.0,110.73292193381334,0.0,0.0,9.805047479722877,246.6,374,1,2010-12-31
5,538.0809999999999,466.9916666666667,28.58032572724728,10.43939393939394,406.66833333333335,2.169230769230769,1.948640164528503,2.4013087025252564,0.1515128558658202,10.0,30.0,1.473413570439827,0.0391621497854311,11,1.1522282695979584,772.7143002638311,780.1819118424188,262.9512232039101,5380.81,813.8335864841788,14009.75,394,1,2010-12-31
4,291.5,275.501,15.761883407942674,9.142857142857142,258.52714285714285,9.923076923076923,1.790745764367373,2.1989690862277067,0.1428469395043211,2.0,10.0,0.8127580843655152,0.0295943895600817,22,0.6348434306953514,185.1205553146381,248.3188882801038,22.564125442138945,583.0,125.23351294635536,2755.01,151,1,2010-12-31
4,185.45,157.95,12.54489483783755,7.75,187.9875,42.66666666666666,1.6245938515371154,2.1618021371700555,0.0,1.0,2.0,0.419159352878061,0.0622057134013131,16,1.7611585944919277,0.0,38.89087296526012,11.606051442959712,185.45,20.195751325162696,315.9,324,0,2010-12-31
5,1222.3033333333333,734.6446153846153,35.17037847372092,11.783783783783784,702.7548648648649,3.6944444444444446,2.495238997824738,2.813920566538676,0.2972892624523662,3.0,26.0,1.06728131522206,0.0165966504792831,15,0.5759315336143693,456.1870318557217,813.6752944669306,151.5357416587177,3666.91,792.751505566156,19100.76,392,1,2010-12-31
2,223.68,252.9,14.828859963432182,4.0,252.9,21.0,1.9990004997501247,1.9990004997501247,0.0,1.0,2.0,0.1633972198312455,0.0,25,1.3266903914590749,0.0,41.32332029254184,12.472739180407409,223.68,29.657719926864363,505.8,46,0,2010-12-31
4,304.90000000000003,527.35,34.984117312873714,21.571428571428573,347.90000000000003,20.83333333333333,4.748340013681204,3.723020888506509,0.142836737608913,1.0,2.0,0.8966477856581229,0.0138922277461613,17,0.8672608324642079,0.0,314.59180694989493,21.37126468568293,304.90000000000003,80.77259541067353,1054.7,395,1,2010-12-31
5,336.96000000000004,335.26625,29.85104760800297,12.0,321.7154545454546,13.0,2.3701872183935904,2.4084971915076867,0.0909008271975275,2.0,8.0,0.7732478791861241,0.0300181298847179,17,0.7537889662320618,28.482261146194137,293.3528073321319,59.502323133824106,673.9200000000001,228.2558926518213,2682.13,239,1,2010-12-31
2,0.0,68.55,25.28136042647481,9.2,275.722,8.25,1.1657507909381974,1.7880408087926265,0.5998800239952009,0.0,3.0,1.879724954297462,0.0365180140756925,66,0.0,0.0,143.5805610101869,0.0,0.0,9.002701007197938,205.65,388,1,2010-12-31
5,170.56,196.67636363636365,7.7409897877192515,5.0,171.27066666666667,9.142857142857142,2.271721678767172,2.087955250186792,0.4666355576294914,2.0,11.0,1.2874125621336223,0.0466344870665486,23,0.4730244425544503,286.25096715993817,236.3019257760176,23.99781218785829,341.12,99.06459354051375,2163.44,278,1,2010-12-31
5,194.075,205.0775,22.485085598649448,10.5,169.03666666666666,22.2,2.7909599161006207,2.6103650615123573,0.0,2.0,4.0,0.4186568859612525,0.0010247748358702,22,1.4195243261693749,11.377348109291542,53.13890249462565,52.603239544330194,388.15,101.13175431330794,820.31,280,1,2010-12-31
3,0.0,246.9325,20.87077786338741,14.0,241.82,15.75,2.6910112916696347,2.55270905832946,0.1999600079984003,0.0,4.0,0.6437131073134237,0.0069809403901606,33,0.0,0.0,179.25917705471412,0.0,0.0,88.21852719318179,987.73,96,0,2010-12-31
2,1256.32,1070.825,137.60662943698327,61.0,1070.825,26.0,7.200535884575366,7.200535884575366,0.0,1.0,2.0,0.244978684447704,0.0,16,1.7598393761819158,0.0,262.3295447523972,149.43141347535106,1256.32,275.21325887396654,2141.65,42,0,2010-12-31
4,111.72,129.0425,18.410573874543623,8.666666666666666,131.91166666666666,16.8,1.7492922008836025,1.8326948561214864,0.333277787035494,2.0,4.0,1.1228678056155543,0.0276149248055552,23,1.2986419202975763,129.99451065333488,149.40728147695256,28.980217699620137,223.44,68.51459627017933,516.17,304,1,2010-12-31
2,0.0,340.82500000000005,28.105409860986303,11.5,340.82500000000005,14.0,2.6993601529631586,2.6993601529631586,0.0,0.0,2.0,0.2779041309640051,0.0,59,0.0,0.0,94.71695333993802,0.0,0.0,56.21081972197261,681.6500000000001,73,0,2010-12-31
4,-20.1,225.0716666666667,23.348483713499675,11.5,212.86,18.428571428571427,2.036489983449872,2.252110095287753,0.2499687539057618,1.0,6.0,1.3775523276179105,0.0307285262333748,22,-0.0446524440363439,0.0,343.17632484870904,0.0,-20.1,143.629032418535,1350.43,388,0,2010-12-31
3,0.0,518.6899999999999,90.2460548119676,77.71428571428571,450.3428571428572,12.0,10.155467672860713,8.9251240837518,0.0,0.0,5.0,0.6569630299197614,0.0,43,0.0,0.0,314.69422079218424,0.0,0.0,512.95341119614,2593.45,159,0,2010-12-31
2,193.23,164.03333333333333,22.458415956598287,12.333333333333334,164.03333333333333,12.0,2.4659451671635293,2.4659451671635293,0.3332222592469177,1.0,3.0,1.000669589805377,0.0252549762207067,29,1.177992277992278,0.0,164.14416905066514,29.234578781045823,193.23,67.37524786979486,492.1,53,0,2010-12-31
3,133.675,223.39333333333332,31.394699791478928,21.625,220.0,14.285714285714286,2.780813252836249,2.762522394724793,0.2499687539057618,2.0,6.0,1.0924163802411258,0.0355110734053891,10,0.5983840162344445,248.51267824801215,248.67437935313453,38.4120010231988,267.35,183.6871495074848,1340.36,389,1,2010-12-31
2,0.0,264.8,26.426741025237845,13.5,230.565,34.0,3.199360127974405,2.699460107978404,0.0,0.0,1.0,0.2099858665537977,0.0146292759766322,74,0.0,0.0,0.0,0.0,0.0,33.168800519511166,264.8,351,0,2010-12-31
3,1369.06,948.845,154.29955754974105,117.0,894.4399999999999,36.0,13.812638161980116,14.540996978719496,0.0,1.0,2.0,0.481475118533011,0.0,26,2.16430502347591,0.0,594.27375211261,214.4229445448286,1369.06,323.2049963274264,1897.69,392,1,2010-12-31
4,710.0,653.35,82.40874459873194,32.25,687.375,35.0,5.782262977499483,5.8822513117773045,0.0,1.0,2.0,0.1503006562234149,0.0067781834490471,17,1.6300604576413866,0.0,80.11519830843581,80.63889314257925,710.0,152.29424593463162,1306.7,380,0,2010-12-31
3,0.0,502.08,33.28017923041531,10.666666666666666,604.2466666666667,42.0,5.994005994005994,4.913564961334129,0.0,0.0,1.0,0.3051490666583872,0.008218552423807,51,0.0,0.0,0.0,0.0,0.0,23.076616458459096,502.08,292,1,2010-12-31
2,0.0,0.0,75.03867265263037,33.0,535.5450000000001,44.0,0.0,5.058743601772223,0.0,0.0,0.0,0.2947939692118332,0.0072380475838689,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,0,2010-12-31
3,186.8,316.965,39.8839255856798,19.666666666666668,316.965,14.8,3.007205946658936,3.007205946658936,0.4999166805532411,2.0,6.0,1.2513340651325449,0.028479607834523,17,0.5893395169813702,279.6607319592796,396.63035328880216,52.83446404463994,373.6,239.3035535140788,1901.79,91,1,2010-12-31
5,318.46000000000004,195.36272727272728,12.071578764084036,3.6666666666666665,188.394,9.428571428571429,1.4477763786895623,1.3748951037452146,0.0666622225184987,2.0,11.0,0.6587051437559986,0.0024024323365112,15,0.8891432719556631,106.546849789189,134.18554781278863,38.13209806373949,636.9200000000001,131.01712562117706,2148.99,391,1,2010-12-31
4,0.0,388.2600000000001,42.48212712946757,16.5,266.69250000000005,27.0,3.5327212177961007,3.2158709066387017,0.2499375156210947,0.0,2.0,1.072262105963429,0.0099505787919997,43,0.0,0.0,364.95195190600094,0.0,0.0,106.92095740101652,776.5200000000001,379,0,2010-12-31
2,110.7,248.55000000000004,16.630811589151275,7.0,248.55000000000004,18.0,2.5545929689825755,2.5545929689825755,0.0,1.0,3.0,0.4835434210123598,0.0137590698010787,18,0.4453832226916113,0.0,120.18520083604308,5.659482215759621,110.7,49.89243476745382,745.6500000000001,390,0,2010-12-31
2,0.0,283.54,31.05565033744594,13.5,283.54,10.8,3.213965814103944,3.213965814103944,0.333277787035494,0.0,6.0,1.2633248737176803,0.0063279164938108,35,0.0,0.0,358.2043980187848,0.0,0.0,186.33390202467564,1701.24,225,0,2010-12-31
3,0.0,141.67,65.05788190622245,25.33333333333333,363.0266666666666,33.5,2.7493126718320418,4.146112422287188,0.0,0.0,1.0,0.8808374409508728,0.0,74,0.0,0.0,0.0,0.0,0.0,28.089459590687152,141.67,303,0,2010-12-31
5,93.45,252.894,48.80614713315806,42.285714285714285,223.1457142857143,19.83333333333333,6.580846767717377,5.814667735789215,0.0,1.0,5.0,0.6762836376976955,0.0,22,0.2217134451588412,0.0,174.0362625431838,16.10211869643518,93.45,288.40408225571207,1264.47,288,1,2010-12-31
2,0.0,0.0,65.78243660743797,27.5,485.275,54.0,0.0,4.387957041760808,0.0,0.0,0.0,0.4344411980208565,0.0117379148878653,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,0,2010-12-31
2,0.0,0.0,13.188424000391036,5.5,107.25,16.0,0.0,1.9992502915486607,0.0,0.0,0.0,0.8999456940444726,0.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,0,2010-12-31
3,0.0,137.42000000000002,52.24929443479244,35.333333333333336,198.085,12.4,3.002681869675875,4.510753354022887,0.333277787035494,0.0,4.0,0.8888328095501581,0.0320450342425107,50,0.0,0.0,190.56412271638823,0.0,0.0,130.90654693981656,549.6800000000001,182,1,2010-12-31
2,0.0,309.8175,61.581923364852656,59.5,309.8175,6.666666666666667,8.643131460910114,8.643131460910114,0.0,0.0,4.0,0.2318147232086752,0.0,50,0.0,0.0,71.82048982242694,0.0,0.0,246.32769345941065,1239.27,70,0,2010-12-31
4,108.74,158.40692307692308,16.92175973308037,8.2,176.01600000000002,6.0,2.1541629057646783,2.239088885725707,0.3333111125924938,5.0,13.0,1.05077216110266,0.0324195058746567,11,0.79206911119852,185.6493920000817,191.89431784989603,54.68486528782487,543.7,189.09964083298544,2059.29,389,1,2010-12-31
3,331.08500000000004,339.77,40.03992686079622,16.2,360.926,19.5,2.666071353307587,2.621691656582299,0.0,2.0,4.0,0.5660233315649852,0.0,18,1.4616578862171472,28.77217492648064,229.48577370576444,67.88481292064003,662.1700000000001,143.94207193137188,1359.08,394,0,2010-12-31
2,0.0,338.79,57.33971046272024,32.666666666666664,338.79,24.5,6.017888939945787,6.017888939945787,0.0,0.0,3.0,0.5387546600613248,0.0170583281099171,36,0.0,0.0,182.5252300368363,0.0,0.0,172.01913138816073,1016.37,301,1,2010-12-31
3,0.0,147.375,29.408058315706096,21.5,197.24,23.33333333333333,3.6659890151614736,3.612479386559032,0.0,0.0,2.0,0.4549184290861081,0.0,71,0.0,0.0,22.37992962455421,0.0,0.0,44.61497543799983,294.75,323,0,2010-12-31
3,98.975,157.424,20.621718789895997,10.0,157.424,13.0,2.13270309304873,2.13270309304873,0.3999200159968006,2.0,5.0,0.9728252900746444,0.0369338213074572,16,0.7544592946437646,144.56798141358965,153.1470212900009,20.85970181180984,197.95,103.10859394947995,787.12,233,0,2010-12-31
2,0.0,811.1,52.211621246416726,14.5,811.1,37.0,2.666139004601088,2.666139004601088,0.0,0.0,2.0,0.8806785719098489,0.0069993869502464,42,0.0,0.0,714.3192703546504,0.0,0.0,104.42324249283344,1622.2,199,0,2010-12-31
4,136.2,120.75,20.52125868421168,8.6,159.902,21.0,2.415289197348141,3.331764846715567,0.0,1.0,4.0,0.5680248247250387,0.0,29,0.8459627329192546,0.0,27.94014435658247,16.113397130176764,136.2,53.291285342905695,483.0,296,0,2010-12-31
4,0.0,475.07,29.46394244445472,11.833333333333334,715.755,18.2,2.790614650147156,2.6658199783957213,0.166638893517747,0.0,4.0,0.7740382573077952,0.0192819946026168,49,0.0,0.0,523.6965669800277,0.0,0.0,85.18976228895313,1900.28,296,0,2010-12-31
5,119.025,199.16375,13.989719303402545,8.333333333333334,146.41466666666665,8.285714285714286,2.7479240838784134,2.1096346277629423,0.3999733351109926,2.0,8.0,1.5332897934072338,0.0638368043963425,15,0.4482178609310178,122.71838187492531,260.1108658101388,25.98444743772703,238.05,171.99952189172112,1593.31,383,0,2010-12-31
5,250.16333333333333,284.87533333333334,22.005800739696813,10.5,241.92166666666665,6.043478260869565,2.806005496735081,2.5902196447944275,0.2916545143952335,6.0,15.0,1.2721046436821717,0.0180525808539889,10,1.0537802500743014,370.6979256303799,330.09836903709834,141.4601377805468,1500.98,358.1432253443753,4273.13,390,1,2010-12-31
4,619.2,318.45000000000005,12.925182179381476,4.222222222222222,300.6611111111111,15.5,2.248376311344828,3.60780870525998,0.3332963004110654,1.0,2.0,1.0197535951428751,0.01112140823181,17,2.91662741403674,0.0,425.3247288837084,17.777501605020326,619.2,20.262408254808328,636.9000000000001,220,1,2010-12-31
5,372.5,478.5625,33.93146595593968,13.333333333333334,441.1266666666667,22.2,3.561515917872106,3.818307068651381,0.0,2.0,4.0,0.63013248101029,0.0207857213358419,22,1.1675590962517957,441.9417382415922,347.1377137270836,54.38014595435547,745.0,134.24999569787116,1914.25,378,0,2010-12-31
4,85.19999999999999,346.27444444444444,19.64053572450756,6.5,309.457,12.22222222222222,1.8529342642356093,1.7675409377121485,0.5999400059994001,3.0,9.0,2.278779669037333,0.0322189151456392,11,0.2460476115605155,189.98410459825317,737.698792955348,22.315932647364686,255.6,196.4053572450756,3116.47,392,0,2010-12-31
2,0.0,151.86,48.40692103078618,21.5,426.78,46.0,1.9993335554815064,4.082486307819073,0.0,0.0,1.0,0.9109955517410834,0.0,68,0.0,0.0,0.0,0.0,0.0,16.594894453133715,151.86,315,0,2010-12-31
2,0.0,454.416,53.87778750026592,27.0,454.416,11.75,3.557654577809505,3.557654577809505,0.3999200159968006,0.0,5.0,0.9460442315387416,0.0135673075211508,35,0.0,0.0,429.8985815631403,0.0,0.0,269.3889375013296,2272.08,82,0,2010-12-31
2,0.0,123.2,16.93994978222643,8.0,186.4,35.0,1.6661112962345883,1.932835692108496,0.0,0.0,1.0,0.4794947298672196,0.0,71,0.0,0.0,0.0,0.0,0.0,9.868119408698336,123.2,106,0,2010-12-31
3,0.0,643.89,84.40091535973164,31.666666666666668,806.8633333333333,49.5,4.665889018496917,5.015074579731482,0.0,0.0,1.0,0.1860304824447604,0.0058559744352365,36,0.0,0.0,0.0,0.0,0.0,67.51371349760562,643.89,395,0,2010-12-31
2,0.0,521.76,40.878728154101125,15.5,417.73,23.0,2.1663056157307112,2.582902849525079,0.0,0.0,1.0,0.3521898946778503,0.0,71,0.0,0.0,0.0,0.0,0.0,39.37552639500388,521.76,94,0,2010-12-31
3,0.0,222.85,38.39213916692693,17.0,245.99250000000004,18.666666666666668,2.723213903599568,3.6045199003315176,0.2499375156210947,0.0,3.0,0.7626257777146996,0.0220885046886873,36,0.0,0.0,222.66059844525708,0.0,0.0,97.0441681433609,668.5500000000001,395,0,2010-12-31
2,0.0,436.255,73.9739595862493,30.0,436.255,21.0,4.630233388945483,4.630233388945483,0.0,0.0,2.0,0.2483956993527617,0.0,57,0.0,0.0,108.3641142168384,0.0,0.0,147.9479191724986,872.51,78,0,2010-12-31
5,428.4928571428572,441.106,22.65364780842881,6.571428571428571,455.0676190476191,6.5,1.5736938611231155,1.661850506277464,0.142850340459978,7.0,15.0,0.6878835412725829,0.0089849067918654,15,1.3599678988723798,371.8913816655918,322.8720294437765,136.69128726624535,2999.4500000000003,330.8016442021144,6616.59,392,1,2010-12-31
4,306.244,346.851,33.62571197874618,14.818181818181818,346.3545454545455,11.3,3.212239096711468,3.1171542348041257,0.0,5.0,10.0,0.5464572493493263,0.0051357080055184,16,1.3243900118494685,280.2722642003664,199.4989653245238,116.45250812592217,1531.22,342.02551834629423,3468.51,385,0,2010-12-31
4,336.98,287.47200000000004,30.032619156495752,11.333333333333334,315.7766666666667,20.0,2.639122396174612,2.899128691473244,0.0,1.0,5.0,0.5052171594332112,0.0,16,0.7033311070295541,0.0,160.64286762878706,24.69554839756228,336.98,124.00903180909036,1437.36,387,1,2010-12-31
2,0.0,532.1,34.76825660298078,15.333333333333334,417.03,19.5,2.9994001199760048,3.465773611894313,0.0,0.0,1.0,0.583715943573489,0.0131891257123959,63,0.0,0.0,0.0,0.0,0.0,30.968284538668563,532.1,316,0,2010-12-31
2,0.0,0.8249999999999998,12.52177147991027,7.0,121.395,3.111111111111111,0.9990009990009991,1.5867303199013578,0.2999700029997,0.0,6.0,3.2546908299986064,0.0627677569830094,80,0.0,0.0,10.10414518898061,0.0,0.0,3.4657359027997265,4.949999999999999,108,0,2010-12-31
3,157.708,283.02,50.31713686103024,24.857142857142858,416.7814285714285,12.833333333333334,2.7886755169171646,3.804437600070442,0.285673475217826,5.0,6.0,1.1713464773449491,0.0072169490576688,18,1.393081761006289,227.7354516099766,368.3874764429432,77.29782345495201,788.54,166.54577065364313,1698.12,390,0,2010-12-31
2,584.68,870.515,82.58349786502932,33.5,870.515,12.0,4.41170230469329,4.41170230469329,0.2499375156210947,2.0,4.0,0.6970961319496211,0.0047162247564069,9,1.0074725880656852,850.1969094274572,606.8333364002563,83.7304970253964,1169.36,330.33399146011726,3482.06,45,1,2010-12-31
3,0.0,854.4000000000001,51.05675852247292,24.0,530.905,26.33333333333333,4.999375078115236,3.4661053851118657,0.0,0.0,2.0,0.8146507159741404,0.0056748746678134,51,0.0,0.0,377.2273256273994,0.0,0.0,166.16715434193748,1708.8000000000002,287,0,2010-12-31
5,227.75,168.78500000000005,16.800008440902868,9.0,149.17,5.869565217391305,2.5787221695351987,2.503099309999393,0.2083246531394525,4.0,14.0,0.775023339301067,0.0283836945456927,15,1.1565855124228202,126.33315452933697,118.29130859222728,93.514406806101,911.0,259.8650920512736,2362.99,393,1,2010-12-31
2,0.0,0.0,38.327268298050015,32.0,209.875,52.0,0.0,4.415975827080263,0.0,0.0,0.0,0.9482513654012552,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,0,2010-12-31
2,0.0,0.0,24.19344470986041,10.5,129.375,9.333333333333334,0.0,2.524182919438201,0.4998750312421894,0.0,0.0,1.483085495242492,0.059808764563852,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0,2010-12-31
3,0.0,137.87142857142857,11.69325168863801,5.5,119.04375,13.428571428571429,1.6644888609652193,1.5813028782196918,0.3749531308586427,0.0,7.0,1.3793048550613418,0.0239361400963146,33,0.0,0.0,167.76880028068103,0.0,0.0,93.54601350910409,965.1,393,0,2010-12-31
4,1344.72,894.5066666666667,51.64579342619944,23.428571428571427,545.5985714285714,20.166666666666668,5.707401204179703,4.040826914199424,0.0,1.0,3.0,0.8743507447902242,0.0024990994886189,24,1.5033090865728596,0.0,500.8656447924267,102.37701621439336,1344.72,248.72747367856533,2683.52,340,1,2010-12-31
5,98.2,102.875,11.138956877502077,6.666666666666667,109.18333333333334,22.2,2.415736483640885,2.443491134859581,0.0,2.0,4.0,0.1684299028120253,0.0,16,1.4318347509113003,0.9899494936611706,20.097947656415077,18.598075182409765,196.4,39.75027848364948,411.5,389,1,2010-12-31
3,270.2266666666667,400.3516666666667,33.59953378756277,13.0,400.3516666666667,13.0,3.637669454465772,3.637669454465772,0.333277787035494,3.0,6.0,0.9922449506650364,0.0197889665517603,16,1.0124598790230257,292.1097236199667,397.2479119852824,61.99048116271261,810.6800000000001,201.59720272537663,2402.11,389,0,2010-12-31
4,301.12,145.902,27.387521924465734,12.333333333333334,192.805,18.2,2.235891200721389,2.482201863573114,0.333277787035494,1.0,5.0,0.9069440684882089,0.0202002064909996,26,1.2383106468725584,0.0,147.3862285629156,39.73444884570909,301.12,105.871150849395,729.51,117,1,2010-12-31
2,0.0,239.155,34.71587575823986,16.75,239.155,13.666666666666666,3.1554121151134047,3.1554121151134047,0.4998750312421894,0.0,4.0,1.230644528896006,0.0229512735426754,32,0.0,0.0,294.3160229526532,0.0,0.0,138.86350303295944,956.62,382,0,2010-12-31
3,223.4,303.175,31.171234951293687,12.75,287.4425,35.0,2.9575245308965994,2.8534498591618576,0.2499375156210947,1.0,2.0,0.9695084919628568,0.0343196460700374,28,1.105302218190814,0.0,112.81888693831364,14.195606574721896,223.4,56.63096827548566,606.35,379,1,2010-12-31
2,566.95,568.32,61.55223573925568,29.5,568.32,36.0,5.4156640759833365,5.4156640759833365,0.0,1.0,2.0,0.0034091166443808,0.0,23,1.496384079391892,0.0,1.9374725804511463,66.83504719277006,566.95,123.10447147851136,1136.64,59,0,2010-12-31
5,83.95,69.82000000000001,11.07031158451345,6.222222222222222,87.69611111111111,7.764705882352941,2.228707486365693,2.1822412659691577,0.4444197544580856,3.0,10.0,1.3409683087826572,0.0800132707222656,8,1.0821397880263537,149.97392273325386,126.02323903859072,26.940154837125327,251.85,82.80255528599918,698.2,177,1,2010-12-31
2,0.0,302.0,43.81845261659743,21.0,358.925,26.0,3.199360127974405,3.4565576529030717,0.0,0.0,1.0,0.2242916563249484,0.0,82,0.0,0.0,0.0,0.0,0.0,33.76495840903029,302.0,108,0,2010-12-31
3,0.0,429.87,38.48002880530965,22.666666666666668,339.58,20.5,4.299402586674266,4.19826972311751,0.0,0.0,2.0,0.9600829107661644,0.0,53,0.0,0.0,404.5640737880713,0.0,0.0,108.27304853901674,859.74,332,0,2010-12-31
4,0.0,274.3,22.825239734017536,19.75,279.345,33.666666666666664,4.498767024335885,4.998696183999985,0.0,0.0,2.0,0.3144820902375118,0.008940543115264,33,0.0,0.0,147.92673862422572,0.0,0.0,39.87092204431527,548.6,386,0,2010-12-31
2,0.0,232.575,42.16009902874225,27.5,232.575,42.0,5.14902851790915,5.14902851790915,0.0,0.0,2.0,0.2442293604357946,0.0,39,0.0,0.0,56.80188773271538,0.0,0.0,84.3201980574845,465.15,81,0,2010-12-31
3,0.0,162.26666666666668,11.25371356877035,5.142857142857143,123.58571428571427,13.5,1.865927130949089,2.013219287862453,0.428510212826739,0.0,3.0,1.5822651784770885,0.0497841750832307,66,0.0,0.0,249.227312574953,0.0,0.0,49.58182161498165,486.8,315,1,2010-12-31
3,0.0,125.71625,22.46017896723778,20.7,154.746,7.333333333333333,3.339302602017569,3.481314443261596,0.2999700029997,0.0,8.0,1.0692680003827622,0.0502592750119526,37,0.0,0.0,150.5406352296852,0.0,0.0,145.14078273727483,1005.73,103,0,2010-12-31
3,0.0,816.035,63.68193290299081,33.5,610.755,24.33333333333333,7.8110549852850495,6.005032629096493,0.2499375156210947,0.0,2.0,0.7219736952016526,0.0194855847595655,35,0.0,0.0,72.06125207072111,0.0,0.0,162.2679877574844,1632.07,346,0,2010-12-31
2,0.0,93.6,11.712325584635687,4.5,100.41,6.0,2.997002997002997,2.498168276242252,0.0,0.0,1.0,0.0959137381338775,0.0,86,0.0,0.0,0.0,0.0,0.0,7.694848072384611,93.6,92,0,2010-12-31
3,0.0,142.33333333333334,14.888349293716056,6.833333333333333,120.79833333333332,12.2,2.165750541250369,1.8116594639763075,0.333277787035494,0.0,3.0,1.4131784668970788,0.0213136094626217,51,0.0,0.0,199.1760360418224,0.0,0.0,45.5847907952043,427.0,388,0,2010-12-31
3,0.0,163.31333333333333,31.757826930030756,21.25,156.7275,28.666666666666668,4.142011543296293,3.981289962146051,0.0,0.0,3.0,0.2290883424638447,0.0,54,0.0,0.0,40.9081780739907,0.0,0.0,98.50949888145328,489.94,306,0,2010-12-31
5,587.0150000000001,469.6444444444445,52.44443589479991,27.61111111111111,405.39166666666665,8.294117647058824,4.893940427784121,4.207485821905937,0.2777623465363035,2.0,9.0,0.973317279446158,0.0168209245954448,11,0.8332757641714773,72.07539420634471,395.2422046704752,143.53896718664677,1174.0300000000002,545.8591952126114,4226.8,394,0,2010-12-31
3,109.82,165.91333333333333,40.7300215564825,41.0,165.91333333333333,30.5,5.669840650375164,5.669840650375164,0.0,1.0,3.0,0.3870502400214786,0.0,24,0.6619118415236871,0.0,64.21718253967028,22.651841920543784,109.82,122.1900646694475,497.74,85,0,2010-12-31
4,0.0,151.9475,32.30912279701695,20.83333333333333,151.92333333333332,22.0,4.299140171965607,4.823826274017478,0.0,0.0,4.0,0.1990627910421817,0.0,39,0.0,0.0,35.647073161761824,0.0,0.0,128.07994519610634,607.79,388,0,2010-12-31
4,347.35,394.615,21.07168625943938,10.75,393.82,33.0,2.5992802106023314,2.6118370510657245,0.0,1.0,2.0,0.1138631550207425,0.0044592963499366,30,1.3203375441886398,0.0,66.84280402556432,18.003345463273714,347.35,37.1300124876698,789.23,388,1,2010-12-31
2,0.0,431.105,39.53171071854195,16.5,431.105,39.0,2.832769974642076,2.832769974642076,0.0,0.0,2.0,0.7604203486518288,0.0603112071647665,39,0.0,0.0,327.8217748258953,0.0,0.0,79.0634214370839,862.21,382,0,2010-12-31
3,164.7,181.875,18.149267096603825,10.5,171.3125,28.666666666666668,2.324478868285328,2.611549971635565,0.2499375156210947,1.0,2.0,0.7888963773586255,0.0029850718422837,26,1.3583505154639175,0.0,24.28911793375792,15.310435083609612,164.7,35.79362431079191,363.75,316,0,2010-12-31
3,0.0,304.2014285714285,42.21341442409918,19.25,306.26375,9.571428571428571,3.35156522667305,3.286727222064131,0.1249843769528809,0.0,7.0,1.059758249857239,0.0104498703641906,32,0.0,0.0,350.5153697737362,0.0,0.0,299.4771200281586,2129.41,395,0,2010-12-31
